CONTROLN,STATE,GENDER,HV1,IC1,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D
22900,SC,F,750,170,213,7,10765,3,74,171,223,21.33333333,2,0,C3,10.0
93086,IL,F,1088,241,343,11,10050,48,32,288,308,20.0,0,6301,U1,20.0
95727,IL,U,364,305,383,0,12461,2,56,333,329,15.55555556,0,5208,S3,18.0
127759,TX,M,304,249,297,0,9565,5,61,260,281,5.8,1,801,T2,6.0
190666,CA,M,1202,256,325,4,14662,11,56,281,308,8.611111111,1,4812,T2,13.0
90894,IL,,827,369,430,1,14536,1,79,415,386,4.473684211,0,0,S2,4.0
160275,CA,F,1585,331,405,18,14925,11,50,358,373,20.0,28,6801,C2,5.0
184723,AK,Male,1037,472,568,3,17888,2,30,513,533,16.25,1,6901,T2,10.0
52548,TN,M,457,203,316,1,10766,0,82,270,256,13.57142857,0,3703,R2,14.0
158813,CA,M,2279,429,520,84,25286,8,34,463,491,9.5,1,1710,C1,10.0
73008,MI,F,587,305,345,0,10907,1,91,325,316,8.214285714,2,5205,R2,12.0
105144,KS,F,424,192,298,0,9813,1,77,244,236,4.0,0,0,C3,3.0
52132,TN,F,397,271,292,0,9937,0,89,293,270,6.857142857,0,0,0,7.0
12474,FL,F,739,340,348,0,12436,2,34,347,339,8.0,1,2307,T2,10.0
160425,CA,U,1135,265,324,5,11259,10,53,299,306,9.923076923,0,2601,T2,12.0
175112,CA,F,3018,728,757,96,21525,20,45,749,749,20.0,0,5701,T2,20.0
51382,TN,M,688,311,377,0,11395,1,69,364,335,10.66666667,1,0,T2,25.0
146153,CA,F,1442,293,368,16,10759,36,46,321,333,18.25,0,3210,U3,44.0
133743,ID,M,491,218,283,0,9606,2,40,255,248,8.25,1002,4401,R2,20.0
155602,CA,M,1426,435,577,2,21462,4,51,534,509,20.14285714,1,2006,C1,25.0
149199,CA,M,2667,481,671,89,23903,28,36,577,579,7.666666667,0,0,U1,15.0
124514,TX,F,575,425,451,0,12960,6,78,422,449,17.14285714,28,5702,C2,26.0
57407,KY,M,1453,512,658,27,22926,5,77,607,590,15.0,1,4201,S1,21.0
185774,NC,female,650,278,445,3,17843,1,59,372,339,15.47727273,0,0,0,12.0
189962,CA,M,833,295,403,6,13341,11,43,299,378,11.85714286,0,4601,T3,10.0
27045,WI,F,571,217,327,2,12055,2,65,259,280,8.9375,28,0,R2,16.0
97424,IL,M,413,166,323,1,11274,1,89,239,259,4.848484849,2,0,R3,5.0
163591,CA,M,3919,427,589,93,25828,17,48,453,552,23.14285714,0,2201,U1,35.0
15772,NC,female,439,134,212,0,7525,0,77,189,168,5.666666667,2,0,C3,10.0
71427,MI,M,914,421,543,2,20079,2,74,530,467,16.5,1,5510,T1,30.0
159039,CA,F,1656,298,388,18,17943,10,36,350,356,15.35,0,2001,C2,25.0
22984,SC,F,0,0,0,0,0,0,0,0,0,6.0,0,0,T2,1.0
89210,AR,,493,188,259,1,9997,3,35,202,223,44.72727273,2,3801,S2,25.0
6490,WA,male,1118,354,466,7,13991,5,54,453,385,22.0,0,1201,T2,25.0
48003,AL,U,765,408,472,1,15150,1,68,430,441,7.611111111,0,0,T2,10.0
189199,KS,F,636,311,495,0,16133,4,47,412,332,16.66666667,0,0,T2,25.0
117882,AR,Female,424,252,354,0,14198,0,44,303,299,11.66666667,0,2907,0,20.0
174932,OR,F,923,447,524,1,17104,2,50,481,493,12.9,28,0,T2,20.0
101033,MO,M,696,387,430,0,12711,3,67,406,421,13.8,0,5711,T2,21.0
143299,CA,M,2581,555,676,71,21182,34,41,641,561,14.44444444,0,2801,U1,15.0
189749,FL,M,1093,366,478,7,19287,9,15,413,434,9.0,1,2211,S2,10.0
127108,TX,,727,427,437,0,14147,2,53,421,431,13.75,28,0,T1,10.0
74614,MI,F,616,342,403,1,11510,1,80,373,375,4.416666667,28,3501,R2,5.0
182519,WA,male,635,236,307,1,11588,3,52,243,298,15.0,1,4701,T2,5.0
95467,IL,F,765,352,456,2,18503,1,78,381,435,5.9375,0,2501,R2,4.0
126530,TX,M,369,253,291,0,7909,7,82,269,266,25.0,0,4401,T2,30.0
9049,FL,F,586,323,335,0,8833,37,27,327,334,8.818181818,2,4601,C3,15.0
19986,NC,M,397,183,255,0,7214,0,90,210,230,9.0,0,7001,T2,10.0
25731,GA,M,804,366,441,7,15041,2,54,408,400,15.0,0,6801,T2,21.0
45258,FL,F,518,184,264,0,11126,7,12,213,228,10.0,0,4501,U3,5.0
175996,OR,F,1149,504,580,6,19641,7,53,526,550,11.5,0,3501,S1,10.0
56113,MS,M,494,259,333,0,10812,1,65,306,296,4.102564103,1002,4504,T2,5.0
138945,AZ,Female,1773,226,425,42,16919,7,15,354,342,11.0,28,2901,C2,23.0
135098,AZ,Female,699,250,299,0,15108,12,35,290,286,7.583333333,28,3106,S2,20.0
87074,MT,female,320,172,285,0,9900,0,78,208,247,10.64,0,7801,R3,5.0
23723,SC,M,880,412,505,2,18480,2,49,433,469,7.555555556,1,6101,T1,10.0
116053,TX,M,1112,594,639,4,26632,2,62,619,597,6.0,1,5201,C1,6.0
92021,IL,M,960,344,459,0,16580,8,71,411,398,20.0,1,3201,C2,20.0
164989,CA,F,5287,1032,1002,98,43904,10,51,1105,949,13.375,0,3209,S1,30.0
126013,TX,M,697,435,497,0,15966,2,64,488,457,15.33333333,0,4001,R2,20.0
117076,TX,F,548,238,271,0,7325,11,79,236,261,7.941176471,0,1808,S3,10.0
26680,GA,F,794,323,507,2,21758,2,69,396,461,10.81818182,2,5608,T1,15.0
176252,OR,M,716,371,421,2,15858,1,37,373,419,10.36363636,2,1101,S1,15.0
119154,TX,J,595,400,426,0,14881,0,62,429,387,5.576923077,1002,2401,C2,10.0
141442,NV,M,943,497,533,0,17961,11,25,509,523,17.09090909,1,4803,S2,18.0
1012,NC,M,1133,430,621,22,26361,0,66,601,533,12.21428571,2,2201,T1,15.0
42878,FL,F,595,248,313,0,15936,6,4,274,288,6.125,0,2201,C2,10.0
188896,AZ,M,705,286,298,1,10610,3,14,293,284,25.0,1,3201,T2,40.0
99338,MO,F,1844,676,786,43,25507,3,52,713,726,7.75,0,4711,T1,10.0
64563,IN,F,334,227,307,0,10104,0,58,265,269,13.57142857,0,0,R3,20.0
5335,TX,F,515,271,362,1,13012,2,56,361,315,10.6875,28,2208,R2,10.0
112703,OK,F,318,148,236,0,7787,1,80,197,200,15.0,2,0,R3,15.0
32380,FL,M,825,266,419,5,17633,7,5,263,405,4.764705882,1,2301,C2,5.0
40566,FL,F,1530,442,619,25,23340,15,16,545,535,10.85714286,28,4101,S2,17.0
32359,FL,M,922,292,335,1,10541,6,18,304,319,4.278688525,1,3012,C2,3.0
146628,CA,F,1999,154,220,50,6449,41,41,163,215,13.85714286,28,3405,C3,10.0
113690,OK,M,530,224,360,1,14188,10,42,242,316,20.0,1002,4301,C2,10.0
102011,MO,F,576,243,354,0,12603,0,83,312,301,19.92307692,0,5404,R2,30.0
17714,NC,female,770,350,436,0,11822,1,70,409,354,12.42857143,2,3103,S1,26.0
134619,UT,M,925,456,458,2,12465,5,71,457,463,9.3,2,5003,S2,11.0
106649,NE,F,827,535,597,0,21162,3,38,542,598,19.6,2,6201,S1,26.0
147045,CA,F,1989,526,572,49,19716,13,50,607,540,7.9,2,0,U1,10.0
86420,ND,F,734,408,402,0,11843,0,70,404,403,5.083333333,0,4212,T2,7.0
20445,NC,M,572,212,282,2,9728,4,48,227,263,17.6,1,3801,C3,20.0
89924,IN,F,1152,521,561,9,17112,2,53,546,542,5.090909091,2,0,S2,5.0
156937,CA,M,1605,416,443,20,15534,27,41,420,442,15.0,1,5801,U1,17.0
151986,CA,F,2598,518,627,78,27570,8,38,570,576,9.0,2,2101,S1,15.0
139324,NM,U,1017,322,590,3,22316,6,35,521,407,10.8,0,0,S1,15.0
154067,CA,F,967,381,426,17,10138,8,69,391,392,8.416666667,0,0,0,10.0
74825,IA,F,310,175,316,0,11934,0,84,288,244,4.608695652,0,2007,T2,5.0
22425,SC,F,454,238,304,0,9795,1,90,261,290,13.81818182,28028,3801,R2,20.0
55450,MS,female,350,173,280,0,9613,0,89,220,241,3.52631579,0,0,R2,5.0
64650,MI,M,587,304,400,0,15481,7,86,319,362,26.5,1,3301,S3,40.0
144974,CA,M,3404,752,761,96,31850,7,44,750,770,10.0,1,4901,U1,20.0
4254,CA,M,1738,355,395,29,15779,24,43,375,387,17.1,1,4801,C2,20.0
171188,CA,F,1283,223,359,18,13175,3,63,292,295,11.53333333,0,3308,T2,14.0
181569,WA,F,886,293,433,8,16413,1,42,351,366,17.33333333,0,1909,T2,21.0
68797,MI,F,927,323,371,2,18248,8,80,359,333,7.666666667,0,0,S2,10.0
99602,MO,F,649,317,410,0,16063,1,71,399,350,7.941176471,3,2704,S2,10.0
182586,WA,male,429,192,259,0,8712,1,49,215,224,6.866666667,1,1901,R3,8.0
11023,CA,M,1869,559,600,38,20539,5,61,560,577,6.4,1,2001,T2,5.0
176409,OR,M,709,361,494,0,15076,2,53,442,440,12.4,1,4106,T2,30.0
72452,MI,F,951,601,648,2,20169,1,74,611,639,3.333333333,0,6110,T2,4.0
77523,WI,F,856,458,536,0,18209,3,81,478,497,8.357142857,0,0,T2,15.0
29130,GA,M,664,357,414,1,11747,0,86,363,389,9.6,1,6701,R2,10.0
141308,UT,F,695,288,412,0,11994,1,81,371,338,4.692307692,0,5601,S2,4.0
15349,NC,M,651,201,472,14,30052,1,62,367,336,20.0,1,2201,C2,30.0
124095,TX,F,328,268,317,0,10558,16,65,308,300,15.0,2,2901,C3,21.0
106583,NE,M,337,296,415,0,14902,1,83,344,350,5.547619048,0,2002,R2,5.0
131263,CO,F,475,82,125,9,7813,5,46,90,150,9.533333333,0,701,C3,12.0
14376,KY,F,295,182,285,0,10151,0,73,219,242,9.454545455,0,6611,R2,15.0
147641,CA,F,2302,313,521,67,18199,15,48,390,411,7.133333333,2,1306,S2,10.0
131972,CO,F,513,250,347,0,11462,3,59,288,313,5.777777778,28,0,R2,6.0
170714,CA,,1452,286,363,4,13126,9,61,279,346,12.61538462,0,4106,C1,20.0
167755,CA,M,5940,761,1004,99,43571,18,41,1114,721,13.0,1,4101,S1,18.0
188721,IL,F,1159,505,541,3,16156,3,68,511,529,12.45454546,0,2410,S1,20.0
4026,IN,F,748,444,571,6,20264,2,62,495,515,3.222222222,0,2812,C1,2.0
151679,CA,F,1478,339,354,14,11745,12,52,383,334,21.0,28,4001,S3,23.0
155963,CA,F,1272,405,433,0,11674,11,53,410,421,6.923076923,0,2301,C2,10.0
70881,MI,M,331,182,235,0,7226,0,88,206,219,13.0,1,5706,R3,15.0
2153,TX,M,839,363,484,0,15463,1,66,419,445,7.548387097,1002,2408,S2,8.0
173192,CA,F,608,165,254,2,10193,11,58,173,219,9.375,2,1203,T2,10.0
4390,WA,F,727,345,449,5,16422,6,33,395,401,8.785714286,0,1009,S3,10.0
178789,WA,F,1364,411,564,6,18678,4,50,477,483,20.875,28,2606,S1,10.0
79650,WI,F,731,359,447,4,14412,2,80,402,410,8.833333333,0,0,S2,10.0
163316,CA,M,4769,518,757,90,38507,9,23,660,607,28.75,1,3401,U1,40.0
93824,IL,F,1105,351,468,2,13805,21,62,461,362,4.576923077,2,1807,U2,10.0
33190,FL,F,1010,407,632,24,23774,5,32,519,560,7.16,0,5302,C1,11.0
4017,CA,F,5725,610,807,97,53158,13,22,763,698,9.923076923,1,3201,S1,15.0
176140,OR,M,709,349,512,0,18938,4,49,431,420,8.75,1002,3407,C1,8.0
120720,TX,M,214,151,240,1,8210,4,87,176,203,17.0,2,0,R3,23.0
80733,WI,F,491,255,349,0,12302,1,79,331,314,7.5,0,3101,R2,15.0
131468,CO,,726,303,400,0,15904,2,56,321,362,7.363636364,1,807,S2,8.0
124298,TX,F,816,360,635,3,28807,0,70,515,509,3.703703704,28,1301,C1,4.0
21133,NC,female,863,238,404,10,14415,1,69,311,319,7.0,0,0,R2,13.0
23732,SC,F,1060,313,465,30,17255,1,62,370,422,4.95,0,0,R1,4.0
188133,AL,F,828,478,540,2,16643,4,54,506,487,4.75,0,0,T3,5.0
167838,CA,M,2291,353,440,68,13687,14,58,407,402,8.875,1,3402,C2,15.0
113186,OK,M,1385,249,554,8,22877,2,58,409,419,5.321428571,1002,2001,C2,5.0
154114,NV,F,775,218,312,0,15459,9,0,266,272,12.66666667,2,3707,T2,20.0
171738,CA,M,2098,564,730,55,34394,4,62,752,611,9.75,2,701,U1,12.0
20401,NC,female,476,193,282,0,9066,0,90,244,243,16.16666667,0,3201,R3,30.0
69878,MI,M,568,375,459,0,15234,1,92,406,429,7.80952381,1,2907,R2,12.0
138443,AZ,Female,650,174,251,2,9170,6,28,203,216,15.0,0,5001,0,15.0
13806,WI,F,409,216,317,0,10381,1,80,268,266,5.602941177,2,0,R2,7.0
119801,TX,F,873,422,499,0,15800,1,54,486,459,14.66666667,28,603,T2,25.0
56339,KY,F,397,170,290,0,10204,0,93,209,235,3.62962963,2,1505,T2,5.0
125506,TX,F,384,161,206,0,5691,8,88,166,187,12.2,28,5501,U4,20.0
190635,SC,U,389,206,319,1,9837,0,78,289,269,8.666666667,0,0,0,32.0
12361,IL,F,5778,517,996,99,57644,6,53,1068,668,62.5,28,4204,U1,100.0
136428,AZ,Female,1887,591,829,42,47673,1,12,801,672,15.0,0,4701,S1,25.0
184478,WA,male,439,143,230,0,10453,4,45,187,189,7.333333333,1,2001,C3,15.0
55105,MS,female,407,182,282,0,8199,0,85,231,236,5.8,0,0,R2,4.0
188170,FL,M,1098,374,432,2,16263,9,11,386,427,22.78571429,2,0,0,50.0
171397,IN,M,709,403,549,4,21035,4,64,459,485,29.0,4,6201,C2,25.0
159562,CA,F,546,191,234,0,5846,36,44,208,219,14.8,0,0,R3,2.0
32523,FL,F,1073,377,456,7,15296,4,27,407,411,11.66666667,28,4001,T2,10.0
115311,OK,F,303,177,245,0,8573,0,77,204,225,3.75,0,6701,R3,4.0
154668,CA,F,690,315,367,0,12427,4,41,353,330,11.52631579,0,2604,T2,15.0
103260,MO,M,589,353,433,0,12376,0,93,388,398,8.777777778,0,6609,T2,10.0
19260,NC,female,610,376,392,2,13105,0,72,427,347,8.0,28,4401,T2,17.5
111023,AR,Female,332,170,269,0,8725,1,57,222,233,15.0,0,4401,R3,20.0
67961,MI,,355,293,320,0,11403,9,76,312,312,15.0,0,5208,U3,21.0
92272,IL,M,549,292,352,1,11100,1,85,327,313,16.42857143,0,0,R2,20.0
157311,CA,M,5344,705,945,97,55857,4,54,943,787,17.5,1,2001,U1,25.0
190616,WI,male,483,241,330,1,11527,1,76,281,286,7.5,1,0,R2,5.0
121153,TX,M,1438,366,622,15,21758,7,41,570,534,12.57142857,2,3901,U1,25.0
91431,IL,F,1191,357,466,8,14436,2,92,362,455,25.0,2,2901,R2,50.0
4917,LA,F,801,425,498,1,18631,2,78,441,469,9.789473684,2,3901,S1,15.0
63436,IN,F,333,224,322,0,11513,0,73,273,281,11.66666667,0,2912,T2,51.0
20853,NC,female,1521,405,508,22,21761,5,27,419,464,6.875,0,0,C1,10.0
44351,FL,M,948,330,411,4,17728,6,8,365,368,9.4,1,1801,C2,35.0
130530,CO,F,698,377,407,0,13327,1,49,395,382,20.0,2,4001,S2,20.0
181550,WA,F,735,192,300,0,10690,2,39,235,256,13.28571429,0,4803,C3,20.0
108158,LA,F,565,284,309,0,8302,7,76,297,304,3.95,0,3410,S2,5.0
149164,CA,M,3385,608,784,93,35534,13,42,731,705,14.2,4,0,S1,25.0
186358,KY,U,448,139,330,0,10164,1,43,303,197,5.142857143,28,0,C2,5.0
136629,AZ,M,1137,451,564,4,25510,5,8,490,503,20.0,1,0,T1,10.0
12330,IL,M,1326,550,644,27,17543,6,87,503,675,41.83333333,1,0,0,100.0
98941,IL,F,423,213,330,1,11676,1,79,280,276,8.166666667,0,4701,T2,9.0
172597,CA,F,1431,243,331,27,12639,2,69,289,289,7.153846154,2,2601,T1,3.0
147956,CA,F,2481,226,283,71,8369,59,28,248,270,9.166666667,0,4401,U3,5.0
47819,AL,Male,682,451,485,0,17756,0,65,462,443,12.7,1002,3801,T1,10.0
130554,CO,F,663,375,425,0,12667,5,51,406,399,12.7,0,5407,S2,20.0
157213,CA,F,1909,417,550,45,23187,16,34,510,468,12.5,0,0,S1,20.0
90532,AZ,M,727,350,426,0,20399,5,13,381,399,11.2,1002,6910,S1,20.0
187744,CO,F,729,324,447,0,16479,2,37,343,400,4.894736842,0,0,U1,7.0
11143,IA,M,424,294,368,0,11315,2,68,332,310,39.0,1,2812,C2,44.0
121978,TX,M,693,292,377,0,10971,15,60,325,352,24.44444444,1,1907,S2,50.0
190597,FL,F,737,273,383,5,15847,2,22,363,338,7.038461539,28,4701,C2,12.0
6325,IN,F,331,322,368,0,13193,1,70,370,320,14.0,0,3001,C2,15.0
11943,CA,F,3447,357,503,68,19465,12,32,400,451,13.44444444,2,2101,S1,10.0
19789,NC,M,355,219,285,0,9550,1,81,283,250,10.0,1,4401,T2,10.0
41288,FL,M,466,271,325,0,11148,11,28,292,291,5.0,1,1301,U3,9.0
102706,MO,F,835,401,537,3,20242,1,69,423,487,3.375,28,5511,C1,3.0
10287,FL,F,1258,599,692,7,21114,27,37,634,649,8.296296296,2,1401,S1,15.0
34429,FL,M,482,119,294,0,8265,1,69,226,234,12.53846154,1,4501,R2,15.0
106190,KS,M,404,277,339,0,10275,0,68,279,322,7.307692308,2,2801,R2,20.0
16973,NC,female,1024,303,404,9,16209,0,63,344,364,6.394736842,0,0,T2,8.0
2853,IN,F,682,265,426,16,16860,1,55,342,364,7.772727273,0,0,0,10.0
131064,CO,F,989,472,507,9,16856,1,40,477,507,12.08333333,0,0,T1,12.0
136494,AZ,Female,1390,441,547,6,19141,9,25,469,524,15.0,2,5201,S1,15.0
77848,WI,F,691,249,436,0,13489,12,57,406,311,5.0,2,2801,S2,5.0
43010,FL,F,560,220,286,1,9385,21,37,227,270,17.0,28,4501,R1,25.0
82518,MN,M,906,476,668,0,22377,2,78,617,563,30.28571429,2,1006,S1,42.0
130426,CO,F,831,408,445,0,12932,4,54,415,426,25.0,0,7101,S2,30.0
186807,CA,F,5544,701,815,98,32332,17,38,761,769,24.0,2,4701,S1,33.0
76891,IA,M,740,555,669,1,20144,0,52,585,616,14.22222222,1,6601,S1,10.0
114197,OK,M,566,216,307,0,11117,2,57,277,279,11.33333333,1,2901,T2,11.0
164894,CA,F,1872,382,483,44,14606,31,41,445,421,3.857142857,0,2801,S2,10.0
23351,SC,F,381,219,282,0,8259,0,93,267,257,9.0625,28,2402,R3,10.0
37205,FL,F,914,321,409,0,17804,11,16,363,371,10.33333333,0,3009,S2,10.0
174453,OR,M,765,313,386,1,18180,3,56,332,373,9.875,1,2009,R2,15.0
150060,CA,F,2773,357,455,82,16115,5,56,385,431,17.91666667,2,0,U1,20.0
6851,CA,,1400,246,331,18,11924,2,66,304,281,10.0,0,3104,T2,7.0
152094,CA,F,1546,320,421,21,13648,6,44,388,379,7.0,0,5201,S2,10.0
154892,CA,F,1353,218,371,1,14010,7,40,349,290,7.05,0,3801,C3,9.0
186204,AZ,M,1117,475,551,10,16341,3,33,501,527,7.5,1,4201,0,5.0
47860,AL,Male,549,401,475,1,16638,0,74,459,435,6.75,1,3301,T2,7.0
120574,TX,M,391,243,302,0,10702,0,79,263,255,16.0,1,7101,C2,17.0
65746,MI,M,780,395,548,0,18605,10,79,434,494,10.0,1,6511,S2,20.0
172167,CA,F,680,235,287,0,7362,12,60,243,282,13.0,0,3901,S3,20.0
91580,IL,F,852,377,417,1,13398,6,86,401,383,4.076923077,0,0,S2,4.0
97015,TX,F,992,551,602,0,17993,9,34,568,573,6.545454545,28,5801,C1,4.0
171383,CA,M,2051,503,568,55,17646,2,62,519,547,7.666666667,1002,3101,C1,7.0
52161,TN,F,325,148,209,0,6334,0,86,181,171,6.7,0,3001,R3,5.0
153301,CA,M,3438,106,211,50,11112,13,16,166,142,8.578947368,1,0,U3,15.0
51520,TN,U,672,179,373,0,15936,4,53,356,260,11.5,0,0,C2,10.0
187755,IL,M,1977,676,768,49,22666,6,44,693,751,10.0,1,0,S1,10.0
189943,FL,M,1437,385,551,29,23079,5,19,444,480,12.76,1,1601,0,200.0
182895,WA,,563,340,414,1,13688,2,44,430,366,4.941176471,2,2304,C2,10.0
135230,AZ,Female,1099,351,564,2,22396,3,29,513,421,9.375,0,2602,S1,12.0
111081,AZ,Female,707,211,323,0,14226,4,11,312,258,6.75,0,2801,C2,9.0
34632,FL,F,842,377,461,0,15608,6,18,375,446,7.5,0,3501,S1,15.0
56697,KY,F,354,250,289,0,9288,1,90,256,277,7.7,2,4601,S3,10.0
78116,WI,F,720,399,446,0,14215,0,85,432,406,8.8,0,0,R1,10.0
110847,AR,M,419,235,317,0,10482,1,69,277,284,5.227272727,1002,0,R2,5.0
152149,CA,M,1538,303,389,19,13191,8,49,343,355,6.2,1,3801,S2,10.0
169489,CA,F,1281,370,403,3,11428,7,61,386,372,8.333333333,0,4001,T2,8.0
116063,TX,F,680,339,382,0,10577,1,70,387,352,10.0,0,3001,C2,5.0
81241,WI,male,419,219,299,0,10050,1,83,243,266,10.5,1,4507,R2,20.0
5642,IL,F,1000,271,479,0,16266,30,64,458,377,17.33333333,0,0,U2,48.0
70493,MI,M,279,119,207,0,6680,2,78,165,170,12.0,0,1008,R3,25.0
147175,CA,M,2074,495,586,52,20386,5,53,515,560,6.5,0,0,U4,7.0
145823,CA,F,3297,698,789,94,21977,19,52,719,762,25.0,28,0,U1,50.0
76655,IA,F,478,313,388,0,12606,2,78,397,331,11.7,28,4309,C2,10.0
167538,NV,F,948,325,398,3,15038,9,19,353,367,11.5,0,3201,U2,15.0
108976,LA,M,1730,794,899,34,35252,1,49,843,833,13.75,1,3801,0,25.0
79022,WI,male,1375,79,221,0,8931,8,60,171,125,7.0,1,5001,U3,9.0
118097,TX,F,398,216,308,0,11289,1,72,258,275,15.0,0,5701,R2,5.0
58566,KY,M,633,309,391,1,13407,1,63,326,351,12.33333333,0,2301,T2,16.0
167784,CA,F,2380,274,417,64,16569,12,56,348,315,14.18181818,28,1801,S2,15.0
37202,FL,F,914,321,409,0,17804,11,16,363,371,11.0,0,1201,S2,25.0
5510,WA,F,705,250,330,0,13764,3,55,304,308,10.54054054,0,1209,0,20.0
16771,NC,female,2018,709,797,51,26070,9,45,755,752,4.722222222,2,201,T1,5.0
69997,MI,M,1072,545,602,3,18492,2,82,597,600,15.53846154,0,0,T2,26.0
190558,HI,M,4572,400,613,94,23300,17,56,525,499,8.48,0,1601,U1,10.0
34608,FL,M,967,434,501,3,17052,9,20,463,478,9.333333333,1,4210,S1,12.0
171357,CA,F,2631,689,816,80,38138,4,50,753,772,25.0,0,0,T1,25.0
190040,NC,M,1610,413,721,33,24479,9,31,644,551,12.5,1,0,C1,12.0
149956,CA,F,1613,350,408,12,8897,39,49,352,403,6.548387097,0,5001,U3,15.0
37861,FL,M,934,273,392,2,10327,69,14,353,334,12.22222222,1,2808,U2,15.0
168644,CA,J,3156,645,664,97,19043,27,50,650,653,6.75,1002,0,S1,9.0
18534,NC,female,576,244,345,1,13192,2,95,335,293,25.0,28,5101,T2,15.0
166106,CA,F,1143,310,376,19,20576,14,47,374,356,6.266666667,0,6301,U1,10.0
96960,IL,M,927,231,299,5,15037,0,82,250,280,6.647058824,1002,4001,R2,8.0
92972,IL,F,5846,644,1041,98,100528,9,50,1177,785,30.66666667,2,0,U1,30.0
115341,OK,F,218,172,258,0,8660,0,78,208,226,11.66666667,2,2801,R3,20.0
63216,IN,M,431,269,338,0,10493,0,79,307,309,5.8,1,0,T3,5.0
87459,MT,female,446,184,218,0,8395,0,61,195,203,3.222222222,0,0,C2,4.0
41325,FL,F,803,290,382,0,14138,5,35,361,350,5.666666667,0,6301,S2,12.0
187472,IL,F,753,333,425,0,14164,4,68,393,371,12.57142857,0,0,C1,15.0
148572,CA,M,1838,468,493,24,13500,29,50,465,536,5.142857143,1,2701,U2,5.0
137256,AZ,Female,619,187,242,0,13361,13,0,215,197,14.1,2,1309,C3,25.0
175731,OR,M,864,358,464,2,16065,5,52,409,410,11.0,0,1709,S2,10.0
94757,IL,M,1279,410,466,3,15287,28,60,456,403,11.25,0,4603,S2,12.0
136130,AZ,Female,613,183,271,1,9700,3,21,236,226,7.15,0,0,R2,10.0
56816,KY,F,870,481,555,1,22886,1,67,514,515,7.3,2,2002,S1,10.0
148840,CA,F,2171,495,519,67,17382,25,51,508,492,10.81818182,0,201,U1,11.0
79478,WI,male,668,351,376,0,13340,2,85,386,352,13.25,1,2101,T2,25.0
116008,TX,F,813,465,511,0,15458,6,48,485,489,9.307692308,0,3401,T1,5.0
150061,CA,F,2618,621,704,85,27432,8,44,657,664,22.5,28,5801,S1,25.0
6789,PA,M,515,269,362,1,13550,1,92,284,336,26.95,1,1703,R3,10.0
13196,CA,F,5377,671,922,99,37647,29,40,949,811,100.0,28,201,S1,10.0
26169,GA,F,1034,511,574,7,19422,6,48,534,558,9.0,28,0,T1,12.0
3691,MI,F,605,396,486,0,15062,4,78,454,426,20.0,0,3301,U4,20.0
101432,MO,M,240,202,267,0,9288,0,79,232,243,7.909090909,1,2401,R3,8.0
176379,OR,M,829,397,456,1,14994,1,47,485,379,20.0,0,2001,C2,10.0
171854,CA,F,1189,278,343,4,13051,10,46,310,325,13.5,2,2409,S2,15.0
159319,CA,M,5828,856,976,98,40064,5,40,1043,854,10.66666667,2,4506,S1,20.0
171338,CA,F,2076,418,505,54,16340,3,63,443,479,6.666666667,0,4601,T1,10.0
160773,CA,M,1679,503,560,34,16142,9,51,519,553,7.6,1,4001,C2,10.0
21539,NC,M,996,334,405,15,15432,1,73,370,391,3.655172414,1,4001,R2,3.0
125277,TX,M,1136,505,590,11,24454,4,47,531,578,36.36363636,1,3401,S1,53.0
116329,TX,M,2196,606,875,66,34050,12,34,797,700,10.625,0,5508,S1,15.0
126091,TX,F,395,115,199,0,5058,10,89,154,177,6.214285714,28,4202,C3,6.0
22206,NC,female,897,309,417,3,16489,3,45,360,366,14.5,0,3510,0,25.0
9537,TN,F,753,370,437,1,13078,1,53,383,412,19.22222222,0,4301,T2,35.0
103857,MO,M,278,158,234,1,8347,0,67,190,204,17.5,0,0,R3,15.0
146940,CA,M,5679,518,781,97,47163,4,44,787,629,8.5,2,1001,U1,15.0
129136,CO,F,494,140,245,0,13810,0,50,161,175,25.0,28,0,C3,25.0
170649,CA,M,1600,548,608,15,21369,3,53,551,603,17.0,0,3301,U1,25.0
78256,WI,F,273,207,255,0,6104,29,52,231,220,10.07692308,0,3205,U4,11.0
160736,CA,F,1500,258,414,19,15518,0,57,346,331,10.44444444,28,3401,T3,12.0
6198,CA,F,1941,433,450,42,12296,13,58,412,474,13.65217391,2,1102,S1,20.0
146695,CA,F,3909,870,901,98,34835,16,45,886,878,20.0,2,5501,S1,20.0
20631,NC,F,615,311,369,1,12294,1,74,348,336,7.363636364,0,5501,T2,20.0
15006,CA,F,5000,303,546,93,29754,36,23,400,427,11.25,0,6601,U1,10.0
1293,IL,F,917,462,474,0,14229,1,85,480,434,5.285714286,0,2201,S2,2.0
139626,NM,M,1590,524,682,33,27625,4,39,575,647,10.21428571,2,2406,U1,10.0
25760,GA,M,554,275,444,0,13618,1,74,345,324,20.0,1,0,S3,20.0
170486,CA,M,993,347,443,1,13734,10,57,417,386,12.5,1,0,T1,12.0
24172,SC,F,714,191,333,1,9798,1,92,302,256,5.0,0,2501,R2,5.0
174317,OR,M,690,374,420,0,13265,9,48,392,412,10.125,1,3008,C2,14.0
99849,MO,M,566,352,380,0,13762,0,80,378,363,3.571428571,1,0,S2,6.0
