CONTROLN,STATE,GENDER,HV1,IC1,IC4,HVP1,IC5,POBC1,POBC2,IC2,IC3,AVGGIFT,TCODE,DOB,DOMAIN,TARGET_D
67742,MI,F,1101,515,624,18,19857,1,81,560,554,7.9,0,2309,T1,5.0
66303,MI,F,704,471,511,0,16111,22,66,494,481,3.727272727,0,1401,U2,2.0
86205,SD,F,527,275,340,0,10866,2,71,321,311,12.90909091,3,5007,T2,25.0
1899,CA,M,1519,346,429,14,14162,9,65,381,406,10.22222222,1,4801,S2,12.5
184690,AK,Male,778,473,568,0,20008,15,27,446,546,15.0,0,0,C2,20.0
7265,CA,F,1465,283,519,1,24555,16,25,341,369,10.70588235,0,0,0,10.0
159178,CA,M,2765,695,753,93,22508,10,54,709,733,8.833333333,1,0,C1,10.0
49812,AL,F,384,139,271,0,8615,0,66,203,212,3.659090909,2,3701,R3,3.0
33135,FL,F,754,351,435,1,14518,2,47,377,402,9.8125,0,3410,S3,10.0
23459,SC,F,689,313,350,0,12601,1,69,320,343,13.16666667,28,0,S2,25.0
186271,CA,M,3529,564,719,93,26107,9,56,648,633,19.85714286,1,2001,U1,40.0
55624,MS,female,403,197,365,2,19178,0,79,230,293,9.705882353,0,2311,T3,10.0
129912,CO,M,0,382,427,0,29436,7,17,411,407,13.33333333,1,0,U1,50.0
8657,WA,F,1734,353,430,29,15831,3,44,405,396,16.42857143,0,2107,S2,15.0
129174,AZ,U,850,309,409,3,14718,4,22,371,356,9.166666667,0,0,0,10.0
129453,CO,F,1174,460,603,9,21646,3,40,550,525,5.444444444,0,2801,T1,5.0
50027,Tennessee,F,776,312,397,1,12653,1,77,356,367,5.636363636,0,0,R2,40.0
85804,MN,M,267,208,256,0,8548,2,75,238,233,17.1,1,2501,R3,20.0
9742,OR,M,661,322,378,0,12749,7,56,346,356,9.238095238,0,4701,S2,14.0
1986,CA,F,1368,379,528,20,23121,7,56,416,487,5.551724138,2,2201,U1,5.0
26924,GA,M,1166,541,609,7,18462,1,49,577,589,23.75,1,2901,0,60.0
145480,CA,F,3326,528,603,97,20390,21,51,600,582,7.785714286,2,4201,U1,12.0
45824,FL,M,1385,404,545,19,21473,7,11,464,495,15.8,1,5704,S1,25.0
187417,AA,Male,0,0,0,0,0,0,0,0,0,10.66666667,1,0,U4,45.0
173094,CA,M,609,220,319,2,11902,4,57,238,297,9.166666667,0,2401,R3,15.0
182573,WA,male,634,266,372,1,12161,2,58,320,323,6.583333333,0,3504,R2,12.0
185815,FL,F,550,175,196,3,7958,29,20,188,191,5.25,0,2901,U3,7.0
86580,ND,F,263,198,295,0,10661,0,86,288,240,3.815789474,2,601,R2,5.0
113680,TX,M,331,219,301,0,9911,4,85,258,269,20.0,1002,5201,T3,30.0
179876,WA,F,1373,379,529,12,19190,6,53,539,445,7.75,0,2801,C3,10.0
52171,Tennessee,M,416,185,261,0,8507,0,80,221,229,4.25,1002,0,T2,5.0
2586,GA,M,916,338,480,0,19463,15,31,419,383,20.0,0,4201,S1,20.0
22499,SC,F,438,201,272,0,8303,0,84,257,242,15.61538462,0,3102,R3,10.0
186773,KY,F,722,267,399,0,14988,2,71,317,324,4.852941177,0,0,S2,8.0
90680,IL,F,2169,862,951,60,35357,2,69,911,899,12.61538462,0,4801,U1,24.0
123669,TX,,923,554,711,6,25962,4,55,584,661,9.230769231,0,608,T1,10.0
106850,NE,F,901,409,504,0,14154,5,21,472,459,15.0,28,6301,T1,23.0
172068,CA,M,1345,446,503,1,16265,17,49,488,477,11.94444444,1,4602,U1,20.0
109451,LA,F,608,383,402,0,10899,1,81,410,380,7.25,0,5801,R2,25.0
113891,OK,M,290,173,303,0,10700,2,72,228,244,8.538461539,0,5601,R2,11.0
148991,CA,F,3209,568,759,74,28817,10,47,728,648,19.4,28,4401,C1,25.0
63941,IN,F,700,379,446,2,13332,0,75,385,432,8.157894737,0,0,R2,10.0
48006,AL,F,486,237,315,3,10807,1,80,283,281,6.6,28,0,R2,5.0
170998,CA,F,621,250,307,0,10599,8,59,266,275,10.16666667,0,1401,R2,10.0
31959,FL,M,1548,572,736,35,40741,5,20,632,646,25.0,0,3401,T1,20.0
13805,CA,M,1315,304,409,17,15193,4,62,369,355,27.5,0,3201,R1,10.7
104170,MO,M,889,408,528,0,16268,2,64,483,468,3.72,2,1603,C1,5.0
28339,GA,F,2152,389,738,59,28753,4,42,634,501,11.1,0,0,C1,11.0
1920,NV,M,1032,305,454,15,18324,12,16,361,390,6.919354839,1002,1610,U3,10.0
88920,IL,F,1364,451,561,16,21988,9,62,468,518,25.0,0,5501,S1,25.0
45656,FL,M,566,218,272,0,11438,9,8,242,249,27.5,1002,4301,C3,27.0
175471,OR,F,813,239,411,5,16248,5,37,368,301,6.571428571,28,0,U2,5.0
108820,LA,M,465,198,292,1,8982,0,84,239,260,4.833333333,1,2301,R2,5.0
190619,MI,F,943,406,515,2,16625,1,85,502,453,3.518518519,2,1710,T2,3.0
13727,NE,F,675,284,308,0,18892,5,39,288,317,20.46153846,0,5807,T1,30.0
114909,TX,M,733,452,503,0,14468,17,50,453,496,9.0,93,0,T2,10.0
190410,NC,female,1070,310,435,21,16741,3,53,354,384,8.682926829,0,0,C2,9.0
166711,CA,F,675,344,589,0,23719,11,43,520,438,22.66666667,0,3508,S2,45.0
78669,WI,F,693,124,383,0,12596,6,82,389,223,4.5,28,1801,C3,6.0
35267,FL,M,895,334,460,11,19627,2,28,366,399,11.84615385,1002,1703,C2,17.0
14547,CA,F,1884,518,636,36,19818,4,65,580,542,16.0,0,5501,S1,20.0
136721,AZ,Female,891,427,449,1,14471,5,29,429,440,22.5,0,3401,U1,30.0
162026,CA,M,5965,1168,1089,99,68814,23,49,1261,1053,9.857142857,1,3501,S1,16.0
172359,CA,,566,208,253,0,6854,25,53,223,241,8.058823529,0,3503,C3,20.0
90727,IL,M,3671,1107,1108,93,37135,9,87,1158,1043,5.357142857,2,4610,S1,5.0
46560,FL,M,1930,462,648,49,31606,3,23,520,581,9.363636364,1,5801,T1,5.0
2321,CA,M,2170,412,500,60,16335,3,65,421,461,38.66666667,1,3101,S2,25.0
179262,WA,U,1801,533,630,35,19928,6,50,601,570,6.0,0,4701,S1,10.0
28890,GA,M,553,279,362,1,12145,1,87,307,324,8.0,0,4501,T2,15.0
143787,CA,F,2423,527,610,83,19438,17,49,561,578,21.66666667,3,0,U1,10.0
88735,IL,F,617,129,308,1,9955,16,45,322,200,5.88,3,2702,S2,10.0
89367,IL,M,1209,466,516,0,16254,6,70,467,517,3.21875,0,6707,S1,3.0
75703,IA,F,150,218,290,1,9942,0,85,252,244,5.833333333,2,4401,R3,6.0
19641,NC,female,562,373,388,0,10064,0,80,375,378,17.5,0,4401,S2,30.0
191531,CA,,1073,359,453,17,16918,14,47,392,432,9.0,4,3701,0,13.0
1092,CA,M,5817,931,1047,98,91576,16,22,1445,957,9.84375,0,2801,U1,15.0
69034,MI,M,895,465,551,0,16892,4,84,465,560,25.0,1,2001,C1,25.0
40919,FL,J,772,312,376,3,12012,3,58,338,349,7.166666667,0,1801,C2,10.0
64203,IN,M,404,256,363,0,13067,2,75,351,289,6.189189189,1,3610,C2,6.0
151995,CA,F,1881,413,507,36,25215,9,29,499,475,22.8,2,2212,S1,25.0
188284,NC,female,2989,289,470,66,21395,6,55,358,387,5.1,0,3801,C1,5.0
58147,KY,M,318,149,207,0,7827,0,90,163,192,4.409090909,1,4106,R3,5.0
51269,Tennessee,F,476,204,289,0,9524,1,78,254,250,5.086956522,0,4801,R3,5.0
113261,OK,M,466,222,306,0,13774,0,54,260,263,7.615384615,1002,0,C3,7.0
12785,IL,F,852,364,459,0,15238,7,87,393,408,7.933333333,28,1001,0,10.0
364,CA,F,3100,133,497,79,18262,35,25,488,306,13.52380952,28,3801,U1,10.0
163857,CA,M,3564,456,594,95,22726,22,47,534,518,20.0,1,0,U1,25.0
12312,CA,F,1398,150,272,7,8690,23,43,213,223,122.1666667,0,0,C3,95.0
95351,IL,F,818,473,558,3,21695,7,76,520,514,8.071785714,2,3804,T1,12.0
147464,CA,M,2287,600,652,74,24286,28,34,615,630,20.0,0,3301,S1,30.0
155388,CA,F,883,322,351,0,13596,3,58,351,344,12.5,0,3201,S2,20.0
90566,IL,F,1181,417,449,0,13716,2,69,424,444,8.428571429,0,5703,C2,15.0
186013,AL,F,554,296,391,4,12774,1,63,316,351,9.5,0,2002,T2,15.0
112406,AR,Female,490,229,310,0,10200,1,63,271,275,22.5,0,0,R2,25.0
14191,TX,M,520,157,266,0,9635,0,78,209,222,5.195652174,1,0,R2,5.0
95132,IL,F,512,269,357,1,12842,1,73,329,295,14.0,0,1601,R2,25.0
130926,CO,F,1175,517,599,8,18850,2,38,568,565,5.222222222,0,3001,T1,5.0
168535,CA,M,2103,333,368,58,9513,52,37,306,385,25.0,0,5401,U2,35.0
92749,IL,M,1578,531,617,11,17870,4,63,600,535,9.833333333,1,4201,S1,15.0
19129,NC,female,538,227,374,1,13593,0,78,288,299,11.33333333,0,4201,T2,5.0
114912,OK,F,622,306,345,0,10625,0,64,338,316,16.65384615,2,0,T2,25.0
164651,CA,F,2208,313,411,71,14497,25,46,334,393,11.5,0,3201,U2,5.0
94113,IL,F,698,164,293,26,10618,5,57,201,250,10.625,0,4711,U4,10.0
116453,TX,F,849,394,457,3,14757,2,70,422,430,15.0,0,7201,S1,15.0
72409,MI,F,318,296,299,0,11236,2,50,292,296,8.894736842,0,811,T3,10.0
190634,SC,,834,389,436,0,17338,6,42,398,423,8.0,0,1711,C1,20.0
128975,AA,Male,0,0,0,0,0,0,0,0,0,8.266666667,0,6007,S2,15.0
137039,AZ,Female,1568,493,633,23,22025,3,25,524,600,20.0,2,3601,T1,10.0
177927,OR,M,709,262,372,8,13486,3,44,304,339,11.25,0,2310,R2,15.0
122988,TX,F,735,418,553,0,16097,12,42,571,461,15.0,0,5601,C1,14.0
142765,CA,M,2578,338,430,71,11844,58,24,347,415,13.18181818,1,6601,U2,20.0
48506,AL,F,875,138,213,3,6125,0,89,213,188,11.45833333,2,0,R3,18.0
189666,OR,F,1373,518,655,23,26092,3,37,534,612,15.0,2,0,S1,15.0
159826,CA,F,1292,266,498,20,16678,17,66,355,436,10.76190476,2,2401,C2,5.0
181891,WA,U,759,263,287,1,8915,3,44,270,281,14.7,0,3401,T2,25.0
128162,TX,F,621,314,383,1,14581,2,73,315,378,7.0,3,2901,C1,8.0
107040,NE,M,613,259,402,0,17455,4,51,348,299,7.076923077,0,2701,C2,10.0
97596,IL,F,350,283,350,0,11446,0,83,333,286,10.0,0,5801,C3,15.0
12049,AR,M,326,125,213,0,8845,1,32,189,189,6.3,0,2812,R3,5.0
160334,CA,F,1724,455,539,31,20019,4,56,462,492,8.647058824,2,2001,C1,15.0
132522,WY,male,1188,102,269,33,12641,2,36,169,187,5.5,1,0,C2,7.0
190155,AZ,Female,641,278,322,0,13653,2,28,289,304,10.6,0,0,U3,15.0
151484,CA,M,2546,364,462,78,15100,43,37,389,444,7.764705882,1,6201,U1,14.0
6981,IL,F,397,287,374,0,12683,0,85,333,329,5.129032258,2,0,0,10.0
154055,CA,F,2953,247,384,87,16742,17,27,307,303,7.923076923,0,0,S1,10.0
122664,TX,F,745,275,325,3,10957,5,68,301,295,20.0,0,4501,T2,20.0
157275,CA,F,3454,470,665,94,34702,10,36,571,553,13.5625,0,2001,S1,10.0
149769,CA,F,2172,352,369,63,11235,47,34,344,413,22.75,2,3001,U2,46.0
90314,IL,F,1081,474,495,1,15312,5,71,484,489,7.941176471,2,3407,S1,7.0
175396,OR,F,409,220,297,0,10461,5,58,275,275,13.0,0,5312,U4,22.0
133949,UT,M,723,317,386,3,8903,1,76,340,360,6.094375,1,0,T2,6.0
164461,CA,M,2632,517,618,79,22438,22,39,572,571,6.6,0,5601,S1,8.0
119089,TX,M,1038,482,626,0,24816,0,61,535,580,8.1,0,2301,R2,11.0
61421,IN,F,666,341,417,0,13897,3,68,399,403,17.16666667,2,1807,C3,20.0
5546,FL,F,717,278,360,1,13366,5,14,315,316,9.444444444,2,1905,C2,10.0
183747,WA,F,902,374,505,8,20810,2,45,367,505,18.75,0,4701,R1,25.0
20802,NC,U,436,160,258,1,8631,1,89,206,214,15.0,0,2501,T2,25.0
107644,NE,M,422,268,376,0,13261,0,81,326,320,6.1875,1,2109,R2,7.0
139563,NM,M,1647,541,642,21,26255,9,22,599,611,7.388888889,0,0,S1,8.0
191134,KS,F,431,222,284,0,8886,13,61,261,264,5.805555556,0,0,T3,5.0
183043,WA,male,876,337,439,3,15017,4,37,353,403,20.0,0,3201,S2,25.0
165392,CA,M,1911,462,517,41,16099,16,54,486,489,15.0,1,0,S2,21.0
50684,Tennessee,F,467,203,332,2,11278,0,69,239,282,4.428571429,2,0,R2,2.0
126819,TX,M,867,312,420,10,15180,3,59,352,383,11.4,1,6201,R1,15.0
190412,CO,,1956,768,874,47,36868,3,34,803,842,18.0952381,2,610,S1,20.0
92085,IL,M,1102,271,588,6,22625,10,67,469,457,8.769230769,1,1909,C1,15.0
176825,OR,M,908,389,509,11,18876,3,47,421,442,5.022222222,1,1702,0,12.0
168259,CA,M,3365,725,771,97,25852,8,54,742,766,15.375,1,2106,U1,10.0
188801,FL,U,577,245,300,0,11975,10,10,257,279,8.642857143,0,0,C2,15.0
80960,WI,male,422,224,350,0,12611,0,77,274,282,4.772727273,2,2204,T2,5.0
130407,FL,F,533,176,242,1,12595,3,6,189,216,13.0,0,3101,S1,22.0
80335,WI,male,417,261,319,0,12051,1,90,309,262,5.9375,1,1101,C3,5.0
183793,WA,F,747,373,421,1,13628,2,53,380,409,10.0,0,0,C1,12.0
170229,CA,F,1493,229,320,20,10841,8,62,298,276,9.303030303,0,0,T2,11.0
86073,SD,M,216,211,299,0,9250,0,80,272,258,5.9375,0,3801,R2,10.0
114942,OK,F,325,305,303,0,10083,4,66,332,271,12.5,2,2201,T2,20.0
31239,GA,F,475,248,329,3,10549,0,76,263,307,9.666666667,0,0,R2,10.0
185937,CT,M,1392,279,401,17,14099,6,48,343,342,8.5,1,0,0,10.0
167799,CA,F,2291,353,440,68,13687,14,58,407,402,18.0,0,601,C2,20.0
23778,SC,F,1082,369,515,10,20355,2,43,454,432,13.0,0,1411,S1,100.0
66322,MI,M,1152,522,649,3,22796,6,58,563,585,7.333333333,1,1301,S2,10.0
177458,OR,,573,150,182,1,6572,1,23,166,159,9.888888889,0,0,R2,6.0
102222,MO,F,545,321,371,0,13748,4,64,353,336,8.619047619,0,3307,S2,10.0
158977,CA,M,1951,366,400,43,12255,35,33,385,369,4.619047619,0,2112,S2,5.0
127030,TX,F,517,223,398,0,17671,11,51,321,287,8.0,0,0,U1,10.0
151698,OR,M,388,186,220,0,9703,2,43,198,209,15.0,1,3201,T1,20.0
1054,CA,F,1161,197,350,7,12764,15,58,289,262,6.3,0,0,T2,8.0
178293,WA,F,1862,541,593,45,30096,15,36,548,575,8.583333333,2,0,S1,12.0
187082,NC,female,1055,288,396,3,13839,0,49,312,355,7.9,2,2001,R2,8.0
156034,CA,M,1873,394,481,39,19031,12,44,428,453,20.0,1,6001,T2,15.0
72048,MI,M,531,311,384,0,13152,1,85,342,351,8.083333333,1,6001,R2,10.0
104427,KS,F,857,340,510,1,17128,1,52,481,399,20.0,0,4601,R2,15.0
34448,FL,F,431,220,306,0,10129,2,63,259,281,25.0,2,1601,R2,10.0
10247,CA,F,1580,503,483,11,15111,8,55,490,515,9.0,0,3005,C1,10.0
158679,CA,M,2211,592,639,74,18973,4,61,584,625,12.36363636,1,0,S2,16.0
141742,NV,M,1167,497,575,6,22162,3,18,503,547,8.333333333,2,2801,T2,8.0
96679,IL,M,870,396,549,4,21366,4,64,510,456,6.428571429,0,5001,S1,5.0
151513,CA,F,2346,569,617,71,21982,13,42,568,644,6.923076923,0,2201,U1,15.0
2085,FL,M,852,426,485,1,14762,4,44,438,455,19.30769231,1,4412,C2,20.0
112532,AR,Female,472,225,336,1,13758,2,55,250,290,9.52173913,0,0,R2,11.0
164987,CA,M,4026,762,835,99,31860,7,56,787,794,11.71428571,0,5201,S1,12.0
142013,NV,F,1009,367,417,1,14199,3,40,391,393,23.0,0,4401,R2,23.0
185803,MN,M,887,533,652,0,16830,5,54,544,597,15.0,0,3808,0,20.0
130908,CO,F,477,265,359,0,11854,0,61,305,309,15.0,3,0,R2,25.0
121208,TX,F,5149,659,1013,86,72797,11,46,1122,807,9.961538462,0,6909,U1,13.0
96441,IL,M,915,524,592,1,18503,1,79,547,573,14.7,0,2409,T1,25.0
177190,OR,F,478,213,264,0,8810,1,51,243,230,7.25,28,0,C3,8.0
113502,OK,F,236,203,317,0,12434,0,75,250,285,5.875,2,601,C2,7.0
175016,OR,F,734,366,448,1,14179,4,51,427,398,8.333333333,2,0,T2,9.0
150644,CA,F,3304,567,669,82,21745,42,37,614,629,32.5,0,4801,U1,35.0
50003,Tennessee,F,591,194,237,0,8445,7,16,200,233,7.619047619,2,2706,T2,10.0
106896,NE,F,643,300,472,1,15003,1,65,384,396,6.25,0,2401,S2,5.0
14898,KS,M,3939,1144,1068,94,79386,3,18,1344,1036,9.857142857,1,1408,S1,15.0
139463,NM,F,690,328,370,0,12881,6,50,361,340,6.8,28,4901,U2,9.0
12900,WA,F,1351,430,538,7,18642,12,45,526,466,7.333333333,0,0,S1,5.0
60897,IN,F,496,345,378,0,12641,3,64,373,337,3.222222222,0,0,S2,5.0
5180,OR,F,469,285,311,0,11456,1,57,300,288,9.393939394,2,1901,S2,13.0
137835,AZ,Female,560,191,317,0,10191,4,42,202,274,13.66666667,28,0,T2,11.0
2867,OK,F,476,200,296,0,9379,1,76,235,277,11.25,0,0,R2,13.0
150025,CA,F,1577,364,440,18,12819,18,56,377,422,6.352941177,0,2005,S2,3.0
111045,AR,,428,208,276,1,10201,0,76,227,251,10.35714286,0,1812,R2,10.0
3109,IL,M,1002,434,597,2,21023,8,54,566,495,21.27027027,0,3408,C1,25.0
45134,FL,M,736,235,351,0,14532,12,11,288,291,12.66666667,1,1312,C2,12.0
85396,MN,F,784,389,491,3,15497,0,84,436,450,5.875,0,6301,T1,9.0
164246,CA,F,2982,609,713,83,21687,13,54,660,635,7.235294118,2,5001,U1,15.0
49109,AL,,394,248,313,0,10581,0,81,281,272,5.285714286,0,0,R2,6.0
127346,PA,F,2189,656,723,63,22182,3,61,664,711,15.0,0,5001,S1,10.0
54123,Tennessee,F,452,193,270,0,9283,0,79,256,230,5.0,0,0,T2,5.0
125999,TX,F,281,138,193,0,5843,8,89,158,173,9.409090909,2,5701,T3,20.0
130989,CO,M,1175,517,599,8,18850,2,38,568,565,5.666666667,1,0,T1,25.0
62721,IN,U,413,283,372,0,12509,0,79,324,320,6.4,1,0,R2,6.0
104177,MO,F,985,492,680,2,24807,1,60,568,595,6.428571429,0,4201,S1,15.0
70217,MI,F,320,226,324,0,10003,1,80,310,282,5.2,28,5201,S3,10.0
160394,CA,F,882,406,444,0,12842,3,69,431,419,6.052631579,0,1001,S2,8.0
134115,AP,Male,0,0,0,0,0,0,0,0,0,11.45454546,1002,5706,T2,20.0
175602,OR,F,217,97,149,0,4914,1,40,163,129,3.425925926,2,2301,U4,3.0
88489,IL,F,1833,594,706,37,21653,17,46,642,668,17.0,0,3011,S1,25.0
139664,NM,F,952,474,482,3,17141,2,37,478,467,14.58823529,28,4408,S1,16.0
9947,CO,M,793,429,458,0,12976,1,66,454,447,6.615384615,1,2001,S2,10.0
168368,CA,M,3256,538,628,90,21944,19,43,603,624,14.28571429,0,4406,S1,10.0
166927,CA,M,2763,465,626,83,22975,13,49,571,530,20.0,1002,2908,S1,20.0
189723,CO,F,952,358,461,1,16123,3,37,432,423,26.66666667,0,0,S1,10.0
156559,CA,M,2158,576,651,62,20066,11,51,617,604,9.857142857,1,4601,S1,12.0
64683,MI,F,477,328,446,0,15065,6,75,431,386,15.0,28,5001,U3,10.0
164697,CA,F,2235,441,478,66,15262,14,55,459,449,5.6,28,1701,S2,20.0
111918,AR,Female,427,250,356,0,14425,0,77,286,296,7.076923077,0,3201,T2,5.0
89816,IL,M,2000,760,759,50,22531,2,72,773,727,35.0,0,4707,S1,25.0
161115,CA,U,728,180,286,0,11426,0,54,241,214,8.625,2,0,C2,10.0
165753,CA,M,1345,372,437,2,17201,12,56,436,407,15.0,0,2801,S2,15.0
117411,TX,F,904,117,382,0,10892,24,46,374,185,13.80555556,0,2009,S1,20.0
112750,OK,F,428,267,347,0,11716,2,72,306,315,12.75,0,5801,S1,20.0
134852,UT,M,735,289,358,2,9048,2,86,343,334,50.0,1,4901,R2,50.0
69506,MI,F,921,451,534,7,17564,2,86,466,512,13.0,0,2005,S2,15.0
94920,IL,F,1349,411,488,10,18814,30,54,428,465,21.16666667,0,4105,U1,15.0
186699,WI,F,338,149,218,0,5317,0,62,145,214,9.6875,2,0,U4,20.0
99276,MO,F,2941,654,879,71,33387,5,47,843,729,13.55555556,2,5801,S1,15.0
84582,MN,F,973,468,542,0,17726,6,61,514,506,11.4,2,3512,C1,25.0
132339,CO,M,779,260,328,3,16604,2,67,258,318,8.888888889,0,3001,R2,11.0
12011,CA,M,3514,691,795,98,28298,10,40,728,763,8.352941177,1,2801,C3,11.0
117673,TX,M,762,439,518,1,16107,4,67,475,481,9.727272727,1,3801,T2,15.0
186170,TX,M,591,292,377,0,12912,0,88,339,333,13.38888889,1,1801,R2,17.0
150186,CA,F,2166,427,559,68,15653,15,54,515,471,14.33333333,28,0,S2,10.0
3638,MI,F,951,411,623,1,20137,7,68,548,483,12.2,0,0,0,15.0
160633,CA,F,945,275,347,2,12089,4,65,324,317,13.33333333,0,4201,R2,25.0
161514,CA,F,1408,390,508,16,17886,13,59,469,432,3.285714286,0,1001,S1,5.0
110539,LA,M,554,241,316,0,9759,0,86,281,288,10.375,2,4702,R2,20.0
77379,WI,,789,415,472,0,16332,0,88,427,465,17.5,0,0,T2,20.0
176881,OR,F,415,205,251,0,8605,2,49,221,239,5.428571429,2,3001,T2,5.0
115833,TX,M,818,385,485,0,18461,3,60,453,451,4.692307692,1,3106,U2,5.0
65421,MI,F,727,418,481,0,15227,4,85,466,425,14.2,2,6301,S2,15.0
132157,CO,F,1070,271,394,2,13186,3,36,388,330,13.57142857,0,4201,T2,25.0
36576,FL,,1342,472,607,7,23348,28,30,543,551,4.520833333,0,0,S1,5.0
157739,CA,M,2278,370,508,66,18777,15,49,424,462,9.625,1,2705,S1,14.0
157660,CA,F,5811,1040,1078,99,61440,7,47,1179,966,16.5,0,3201,C1,20.0
34681,FL,F,1145,498,561,14,21059,9,27,516,536,12.22222222,0,6108,S1,21.0
72139,MI,F,486,293,343,0,10516,1,89,309,324,8.294117647,0,3811,R2,10.0
47525,AL,Male,349,161,231,0,6934,0,95,192,195,14.0,1,3601,C3,20.0
51467,Tennessee,F,359,162,236,2,8321,1,61,189,211,8.6,0,0,C3,11.0
34800,FL,F,756,305,354,0,12909,7,12,321,333,13.46153846,28,2801,C2,10.0
186809,CA,F,2443,423,580,72,21089,5,51,502,506,12.5,2,3201,S1,15.0
3118,NM,F,871,383,386,0,15366,5,37,403,380,13.66666667,28,6201,S1,10.0
120972,TX,F,280,164,233,0,4967,43,49,213,208,8.731153846,0,2606,U4,7.0
53853,Tennessee,F,186,77,130,0,4365,1,78,91,119,6.25,0,0,T3,8.0
2320,KS,F,634,336,421,0,14507,0,68,403,332,3.838709677,0,8103,S2,6.0
154799,CA,M,1314,363,398,12,12406,6,60,379,376,17.5,1,0,R2,50.0
102521,MO,M,695,350,439,4,12831,0,61,482,395,12.5,1,4401,R2,5.0
30029,GA,F,646,279,452,2,18434,0,83,359,371,7.703703704,0,3001,T1,14.0
148883,CA,M,2252,595,658,68,20460,7,57,608,645,15.0,1,4701,T1,21.0
177837,OR,M,597,214,280,8,10247,1,41,239,252,57.5,0,0,0,100.0
140377,NM,F,657,264,332,1,11148,2,53,290,308,10.61538462,0,3801,T2,15.0
139363,NM,M,782,222,453,1,20867,11,30,294,307,13.0,0,5501,C1,12.0
148131,CA,F,3992,801,858,96,29156,15,46,821,839,10.0,0,5601,C1,20.0
175902,OR,F,807,351,420,0,16532,7,51,388,377,9.071428571,2,0,C2,15.0
148030,CA,F,1875,226,622,33,23383,30,22,575,343,6.083333333,3,0,U2,10.0
54003,Tennessee,U,486,247,393,2,15388,0,84,273,346,13.66666667,0,3509,T2,15.0
163412,CA,F,2841,426,512,87,15278,55,35,460,476,20.0,0,0,U1,20.0
134325,UT,M,542,171,237,0,10735,17,41,172,228,4.4,1,0,C2,5.0
21135,NC,M,694,251,343,7,12282,1,73,291,296,7.235294118,14,0,R2,5.0
133948,CA,,2170,397,542,60,22655,10,30,468,473,10.8,0,1603,T2,13.0
129945,CO,F,755,163,335,4,15510,9,31,233,230,7.0,0,0,C3,7.0
12832,AR,Female,662,292,377,1,12252,1,74,347,337,10.4,0,2301,T2,10.0
74706,MI,M,350,147,348,0,12182,3,77,352,224,15.0,1,5101,T2,25.0
7649,Tennessee,F,1318,388,652,26,27280,5,45,524,466,10.04545455,2,0,S1,13.0
45878,FL,F,800,168,274,0,9970,9,26,227,225,7.666666667,28,0,C3,5.0
68650,MI,F,1186,496,571,0,20563,10,67,537,513,7.6,0,5712,S1,15.0
60859,IN,F,1026,514,628,8,20949,6,57,547,579,5.2,2,4612,S1,10.0
73030,MI,M,821,403,500,1,15040,1,89,417,474,11.66666667,1,4601,T2,25.0
181972,WA,F,646,357,377,0,13882,4,60,365,354,12.0,0,5210,U2,10.0
14598,NC,M,510,261,401,1,10743,0,58,413,303,20.16666667,1,1401,T2,50.0
92052,IL,M,587,313,384,0,15084,11,62,343,349,5.55,1,1311,C3,10.0
15086,NC,female,595,289,381,0,13060,0,85,346,330,14.18181818,0,0,R2,10.0
92058,NE,F,1010,547,618,8,18137,1,57,554,611,15.0,0,0,S1,15.0
18104,NC,M,915,327,512,3,17723,3,64,461,387,10.54545455,0,5406,C1,12.0
91942,IL,M,868,357,397,0,13378,1,85,382,382,3.592592593,2,2308,S2,3.0
103926,MO,M,472,157,225,1,8974,2,62,167,203,6.208333333,1,804,R2,5.0
149033,CA,F,3514,691,795,98,28298,10,40,728,763,7.333333333,0,2801,C3,7.0
52196,Tennessee,M,504,338,396,0,16375,1,60,363,372,10.0,1,5001,T2,10.0
38519,FL,F,1098,342,544,3,23740,22,20,455,428,3.117647059,0,4601,S1,2.0
107413,NE,F,396,259,319,0,10244,0,45,290,288,9.428571429,2,0,R2,14.0
6099,CA,M,1733,410,442,40,13449,10,53,441,412,8.96875,0,5501,T2,10.0
95879,IL,F,363,242,297,0,11607,2,69,244,302,23.0,28,4306,T3,30.0
16175,NC,female,444,265,357,1,12189,0,89,282,322,25.0,0,2801,R3,30.0
43564,FL,M,1165,373,410,9,15522,0,38,363,410,20.0,1,4501,C2,20.0
64906,MI,F,640,319,424,0,16559,5,80,391,372,25.0,0,3701,S2,50.0
149110,CA,M,3994,522,734,99,24150,16,32,627,609,7.076923077,0,0,C1,6.0
24663,SC,F,381,284,381,4,11085,0,81,354,319,10.07142857,0,3311,T2,16.0
85922,SD,F,432,311,364,0,11095,6,78,319,323,10.76470588,0,4001,T2,10.0
84276,MN,F,570,280,360,2,11330,1,82,314,325,5.340909091,2,4311,R2,3.0
154611,CA,F,1099,366,404,3,13229,5,57,363,391,4.833333333,28,2101,T2,5.0
55293,MS,female,444,136,235,2,11820,0,95,143,218,20.0,28,0,C3,25.0
188812,MI,M,1076,438,535,2,17353,10,69,552,425,17.33333333,0,1901,S1,20.0
149506,CA,M,5164,650,842,97,50548,20,41,715,782,8.416666667,1,4605,S1,10.0
190727,FL,F,655,236,331,1,11094,8,17,264,311,6.933333333,2,1709,0,11.0
